,Name,Platform,Year_of_Release,Genre,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
9517,Otogi: Myth of Demons,XB,2002.0,Action,0.13,80.0,40.0,8.5,28.0,T
9518,Margot's Word Brain,Wii,2008.0,Puzzle,0.13,,,7.13,,E10+
9519,Peppa Pig: Fun and Games,Wii,2010.0,Misc,0.13,,,,,
9520,Dreamworks 2-in-1 Party Pack,DS,2010.0,Misc,0.13,,,7.13,,E
9521,Alter Echo,PS2,2003.0,Shooter,0.13,62.0,26.0,7.0,9.0,T
9522,Walt Disney Pictures Presents: The Wild,GBA,2006.0,Platform,0.13,,,,,
9523,Green Lantern: Rise of the Manhunters,3DS,2011.0,Action,0.13,42.0,6.0,3.9,7.0,E10+
9524,Puzzle de Harvest Moon,DS,2007.0,Puzzle,0.13,41.0,5.0,6.3,4.0,E
9525,Metal Max 3,DS,2010.0,Role-Playing,0.13,,,,,
9526,Rock Band Track Pack Volume 1,PS2,2008.0,Misc,0.13,,,7.13,,T
9527,Puyo Puyo!! 20th Anniversary,3DS,2011.0,Puzzle,0.13,,,,,
9528,My Baby: First Steps,Wii,2009.0,Simulation,0.13,,,7.13,,E
9529,Namco Soccer Prime Goal,PS,1995.0,Sports,0.13,,,,,
9530,NBA 08,PS2,2007.0,Sports,0.13,59.0,16.0,7.13,,E
9531,Monster Hunter Frontier Online,X360,2010.0,Role-Playing,0.13,,,,,
9532,Shin Megami Tensei: Digital Devil Saga,PS2,2004.0,Role-Playing,0.13,78.0,42.0,8.2,48.0,M
9533,Deception IV: Blood Ties,PSV,2014.0,Action,0.13,67.0,19.0,7.5,61.0,M
9534,Rango: The Video Game,X360,2011.0,Action,0.13,68.0,25.0,8.0,9.0,E10+
9535,Assassination Classroom: Grand Siege on Kuro-sensei,3DS,2015.0,Action,0.13,,,,,
9536,Megamind: The Blue Defender,PSP,2010.0,Adventure,0.13,,,7.13,,E10+
9537,Puppies 3D,3DS,2011.0,Misc,0.13,,,7.13,,E
9538,Cars 2,PSP,2011.0,Racing,0.13,,,,,
9539,The Stronghold Collection,PC,2009.0,Strategy,0.13,,,7.13,,T
9540,Jissen Pachi-Slot Hisshouhou! Aladdin II Evolution,PS2,2005.0,Misc,0.13,,,,,
9541,Mystic Ark,SNES,1995.0,Role-Playing,0.13,,,,,
9542,One Piece: Unlimited World Red,PSV,2014.0,Action,0.13,67.0,4.0,7.8,25.0,T
9543,The Price is Right 2010 Edition,DS,2009.0,Misc,0.13,,,7.13,,E
9544,Cabela's Dangerous Hunts 2009,PS3,2008.0,Sports,0.13,39.0,6.0,1.8,10.0,T
9545,Ty the Tasmanian Tiger 2: Bush Rescue,GBA,2004.0,Platform,0.13,63.0,7.0,7.13,,E
9546,Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,2004.0,Action,0.13,48.0,20.0,5.6,8.0,T
9547,Tom Clancy's Splinter Cell: Double Agent,Wii,2006.0,Action,0.13,61.0,12.0,7.4,16.0,M
9548,LEGO Racers 2,PS2,2001.0,Racing,0.13,58.0,4.0,7.13,,E
9549,Eat Lead: The Return of Matt Hazard,PS3,2009.0,Shooter,0.13,51.0,38.0,6.5,21.0,T
9550,Yu-Gi-Oh! Nightmare Troubadour (JP sales),DS,2005.0,Action,0.13,,,,,
9551,Backyard Baseball,GC,2003.0,Sports,0.13,70.0,4.0,9.4,5.0,E
9552,Star Wars: Lethal Alliance,PSP,2006.0,Action,0.13,61.0,31.0,7.0,7.0,T
9553,Naruto Shippuden: Kizuna Drive,PSP,2010.0,Action,0.13,57.0,22.0,5.0,6.0,T
9554,Under Night In-Birth,PS3,2014.0,Fighting,0.13,,,,,
9555,Sega GT,DC,2000.0,Racing,0.13,84.0,25.0,7.7,11.0,E
9556,Steel Battalion: Heavy Armor,X360,2012.0,Misc,0.13,38.0,58.0,2.4,92.0,M
9557,Green Lantern: Rise of the Manhunters,X360,2011.0,Action,0.13,59.0,17.0,7.2,23.0,T
9558,Legends of Wrestling,GC,2002.0,Fighting,0.13,50.0,18.0,6.8,4.0,T
9559,Fit in Six,PS3,2011.0,Sports,0.13,,,7.0,10.0,E
9560,Gunstar Heroes,GEN,1992.0,Shooter,0.13,,,,,
9561,All-Star Baseball 2004,XB,2003.0,Sports,0.13,74.0,20.0,8.4,7.0,E
9562,Tamagotchi no Pichi Pichi Omisecchi,DS,2010.0,Action,0.13,,,,,
9563,Shining Wind,PS2,2007.0,Role-Playing,0.13,,,,,
9564,Rock Band Track Pack Volume 2,PS3,2008.0,Misc,0.13,,,7.13,,T
9565,Dokapon Kingdom,Wii,2008.0,Role-Playing,0.13,73.0,11.0,8.3,17.0,E10+
9566,Onechanbara: Bikini Samurai Squad,X360,2006.0,Action,0.13,39.0,39.0,6.4,55.0,M
9567,Portal Runner,PS2,2001.0,Platform,0.13,53.0,18.0,6.7,6.0,E
9568,Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,GBA,2004.0,Misc,0.13,,,,,
9569,Warriors Orochi 2,PS2,2008.0,Action,0.13,52.0,9.0,8.5,13.0,T
9570,Hyperdevotion Noire: Goddess Black Heart,PSV,2014.0,Role-Playing,0.13,68.0,24.0,7.1,36.0,T
9571,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,PS2,2005.0,Platform,0.13,,,7.13,,E
9572,Assault: Retribution,PS,1998.0,Action,0.13,,,,,
9573,Sengoku Basara 3 Utage,Wii,2011.0,Action,0.13,,,,,
9574,Spartan: Total Warrior,XB,2005.0,Action,0.13,73.0,36.0,8.8,12.0,M
9575,City Crisis,PS2,2001.0,Simulation,0.13,63.0,20.0,6.2,5.0,E
9576,Zapper: One Wicked Cricket!,GC,2002.0,Platform,0.13,,,,,
9577,Smart Boy's Gameroom,DS,2007.0,Misc,0.13,,,7.13,,E
9578,Victorious: Time to Shine,X360,2011.0,Action,0.13,,,6.5,4.0,E
9579,Star Wars: Clone Wars,XB,2003.0,Shooter,0.13,,,,,
9580,High Rollers Casino,XB,2004.0,Misc,0.13,,,7.8,4.0,E
9581,Advent Rising,XB,2005.0,Action,0.13,68.0,50.0,7.5,68.0,T
9582,Surf Riders,PS,1999.0,Sports,0.13,64.0,6.0,7.13,,E
9583,Torino 2006,PS2,2006.0,Sports,0.13,,,,,
9584,Nobunaga no Yabou: Ranseiki,PS2,2002.0,Strategy,0.13,,,,,
9585,Derby Stallion Advance,GBA,2002.0,Sports,0.13,,,,,
9586,The X-Factor,PS3,2010.0,Misc,0.13,,,,,
9587,Monopoly Party,GC,2002.0,Misc,0.13,,,,,
9588,Snood,GBA,2001.0,Puzzle,0.13,68.0,4.0,7.13,,E
9589,TOCA Race Driver 2: Ultimate Racing Simulator,XB,2004.0,Racing,0.13,,,,,
9590,Monster Jam: Urban Assault,PS2,2008.0,Racing,0.13,,,7.13,,E
9591,DT Racer,PS2,2005.0,Racing,0.13,,,3.8,5.0,E
9592,Soccer Tsuku: Pro Soccer Club o Tsukurou!,PS3,2013.0,Sports,0.13,,,,,
9593,World Cup Golf: Professional Edition,PS,1995.0,Sports,0.13,,,,,
9594,NBA 2K13,WiiU,2012.0,Sports,0.13,85.0,17.0,7.0,43.0,E
9595,Black Dawn,PS,1996.0,Simulation,0.13,,,,,
9596,428: Fuusa Sareta Shibuya de,Wii,2008.0,Adventure,0.13,,,,,
9597,7 Wonders of the Ancient World,DS,2007.0,Puzzle,0.13,60.0,7.0,8.3,48.0,E
9598,Kelly Slater's Pro Surfer,GBA,2002.0,Sports,0.13,72.0,4.0,7.13,,E
9599,Top Shot Arcade,Wii,2011.0,Shooter,0.13,,,7.13,,T
9600,Warriors of Might and Magic,PS,2001.0,Adventure,0.13,,,,,
9601,Twister Mania,X360,2011.0,Misc,0.13,,,7.13,,E
9602,Drome Racers,PS2,2002.0,Racing,0.13,57.0,10.0,7.13,,E
9603,Gungnir: Mayari no Gunshin to Eiyuu Sensou,PSP,2011.0,Role-Playing,0.13,,,,,
9604,X-Men: Next Dimension,GC,2002.0,Fighting,0.13,63.0,17.0,8.2,11.0,T
9605,Dynasty Warriors 5 Empires,X360,2006.0,Action,0.13,61.0,40.0,8.2,19.0,T
9606,Fuse (Insomniac),X360,2013.0,Shooter,0.13,,,,,
9607,WipeOut 3 The Game,WiiU,2012.0,Action,0.13,,,,,
9608,7th Dragon 2020-II,PSP,2013.0,Role-Playing,0.13,,,,,
9609,Doukyuusei 2,SAT,1997.0,Role-Playing,0.13,,,,,
9610,Aikatsu! 365 Idol Days,3DS,2014.0,Adventure,0.13,,,,,
9611,SkullMonkeys,PS,1998.0,Platform,0.13,,,,,
9612,Burnout,XB,2002.0,Racing,0.13,75.0,13.0,6.6,12.0,E
9613,Baroque,PS2,2007.0,Role-Playing,0.13,60.0,6.0,8.8,44.0,T
9614,SBK 2011: FIM Superbike World Championship,PS3,2011.0,Racing,0.13,,,,,
9615,Jurassic: The Hunted,X360,2009.0,Shooter,0.13,60.0,4.0,7.2,21.0,T
9616,Dynasty Warriors: Gundam Reborn,PSV,2013.0,Action,0.13,,,,,
9617,Little Battlers eXperience: Wars,3DS,2013.0,Strategy,0.13,,,,,
9618,DreamWorks Super Star Kartz,DS,2011.0,Racing,0.13,,,7.13,,E
9619,Hour of Victory,X360,2007.0,Shooter,0.13,37.0,33.0,3.0,40.0,T
9620,Indianapolis 500 Legends,Wii,2007.0,Racing,0.13,47.0,10.0,6.7,7.0,E
9621,NBA Ballers: Phenom,XB,2006.0,Sports,0.13,70.0,23.0,7.13,,E
9622,Shimano Xtreme Fishing,Wii,2009.0,Sports,0.13,,,7.13,,T
9623,Crash Tag Team Racing,XB,2005.0,Racing,0.13,69.0,17.0,7.8,11.0,E10+
9624,Freedom Fighters,GC,2003.0,Shooter,0.13,83.0,15.0,7.8,12.0,T
9625,Yu-Gi-Oh! GX: Tag Force,PSP,2006.0,Strategy,0.13,,,,,
9626,NBA 2K17,PS3,2016.0,Sports,0.13,,,2.0,8.0,E
9627,Mega Man X Collection,GC,2006.0,Misc,0.13,75.0,23.0,9.2,12.0,E
9628,Left Brain Right Brain 2,DS,2008.0,Misc,0.13,51.0,4.0,7.13,,E
9629,Detana TwinBee Yahho! Deluxe Pack,SAT,1995.0,Shooter,0.13,,,,,
9630,Last Ranker,PSP,2010.0,Role-Playing,0.13,,,,,
9631,Quantum Redshift,XB,2002.0,Racing,0.13,70.0,21.0,8.1,15.0,T
9632,The History Channel: Great Battles - Medieval,X360,2010.0,Strategy,0.13,,,,,
9633,Smash Court Tennis Pro Tournament 2,PS2,2004.0,Sports,0.13,74.0,41.0,9.1,12.0,E
9634,Brothers in Arms: Double Time,Wii,2008.0,Shooter,0.13,45.0,13.0,6.6,17.0,M
9635,Legends of Wrestling II,XB,2002.0,Fighting,0.13,62.0,14.0,7.13,,T
9636,Power Pro Kun Pocket 13,DS,2010.0,Sports,0.13,,,,,
9637,Armed and Dangerous,XB,2003.0,Shooter,0.13,79.0,41.0,7.2,15.0,T
9638,Football Manager 2012,PSP,2011.0,Sports,0.13,,,,,
9639,Project CARS,PC,2015.0,Racing,0.13,83.0,48.0,7.1,418.0,E
9640,Teenage Mutant Ninja Turtles: Arcade Attack,DS,2009.0,Action,0.13,36.0,8.0,4.8,4.0,E10+
9641,World Soccer Winning Eleven 2002,PS,2002.0,Sports,0.13,,,,,
9642,Actua Tennis,PS,1997.0,Sports,0.13,,,,,
9643,Monster Truck Madness,GBA,2003.0,Racing,0.12,75.0,10.0,7.13,,E
9644,Resident Evil,PS3,2006.0,Action,0.12,,,,,
9645,Sonic Jam,SAT,1997.0,Platform,0.12,,,,,
9646,Puella Magi Madoka Magica Portable,PSP,2012.0,Role-Playing,0.12,,,,,
9647,Peter Jacobsen's Golden Tee Golf,PS,2000.0,Sports,0.12,,,,,
9648,Space Bust-A-Move,DS,2008.0,Puzzle,0.12,71.0,20.0,7.13,,E
9649,Avatar: The Last Airbender - Into the Inferno,DS,2008.0,Adventure,0.12,,,,,
9650,Deadpool,XOne,2015.0,Action,0.12,,,5.7,23.0,M
9651,Disney's Atlantis: The Lost Empire,GBA,2001.0,Platform,0.12,,,7.13,,E
9652,Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,SAT,1998.0,Sports,0.12,,,,,
9653,Just Cause 2,PC,2010.0,Action,0.12,84.0,33.0,7.7,838.0,M
9654,Crush3D,3DS,2012.0,Platform,0.12,71.0,32.0,7.4,16.0,E10+
9655,LEGO Marvel's Avengers,PSV,2016.0,Action,0.12,,,6.6,13.0,E10+
9656,High Velocity: Mountain Racing Challenge,SAT,1995.0,Racing,0.12,,,,,
9657,NeverDead,PS3,2012.0,Shooter,0.12,50.0,32.0,4.7,47.0,M
9658,Capcom vs. SNK 2: Millionaire Fighting 2001,DC,2001.0,Fighting,0.12,,,,,
9659,Criticom,PS,1996.0,Fighting,0.12,,,,,
9660,Mega Man X: Command Mission,GC,2004.0,Role-Playing,0.12,67.0,21.0,7.3,12.0,E
9661,Charm Girls Club: My Fashion Mall,DS,,Simulation,0.12,,,7.13,,E
9662,SCORE International Baja 1000: The Official Game,X360,2008.0,Racing,0.12,,,,,
9663,Deepak Chopra's Leela,Wii,2011.0,Misc,0.12,,,7.13,,E
9664,Need for Speed: ProStreet,DS,2007.0,Racing,0.12,74.0,8.0,7.4,10.0,E
9665,DiRT Rally,XOne,2016.0,Racing,0.12,86.0,17.0,8.0,60.0,E
9666,NHL 2K7,PS3,2006.0,Sports,0.12,79.0,24.0,6.6,5.0,E10+
9667,Go Play: Circus Star,Wii,2009.0,Action,0.12,,,7.13,,E10+
9668,Worms 3D,PS2,2003.0,Strategy,0.12,70.0,31.0,7.8,22.0,T
9669,Gladiator Begins,PSP,2010.0,Action,0.12,59.0,9.0,8.0,14.0,M
9670,Clock Tower: The First Fear,PS,1997.0,Adventure,0.12,,,,,
9671,Sleeping Dogs,PC,2012.0,Action,0.12,81.0,23.0,8.2,1209.0,M
9672,Kidou Senshi Gundam Seed Battle Destiny,PSV,2012.0,Action,0.12,,,,,
9673,Diner Dash: Sizzle & Serve,PSP,2007.0,Puzzle,0.12,,,,,
9674,Impossible Mission,DS,2007.0,Platform,0.12,61.0,8.0,4.8,6.0,E
9675,"Kilari: Na-san, Mon Meilleur Ami",DS,2006.0,Simulation,0.12,,,,,
9676,Strikers 1945,PS,1998.0,Shooter,0.12,63.0,5.0,8.2,6.0,E
9677,Ochaken no Heya DS,DS,2006.0,Simulation,0.12,,,,,
9678,Fire ProWrestling S: 6Men Scramble,SAT,1996.0,Fighting,0.12,,,,,
9679,Galidor: Defenders of the Outer Dimension,GBA,2002.0,Action,0.12,53.0,5.0,7.13,,E
9680,Pryzm Chapter One: The Dark Unicorn,PS2,2002.0,Adventure,0.12,59.0,8.0,5.2,6.0,T
9681,Gundam Battle Royale,PSP,2006.0,Action,0.12,,,,,
9682,F1 2016 (Codemasters),XOne,2016.0,Racing,0.12,,,,,
9683,Eat Lead: The Return of Matt Hazard,X360,2009.0,Shooter,0.12,53.0,53.0,7.0,27.0,T
9684,Karaoke Revolution,X360,2009.0,Misc,0.12,62.0,5.0,7.13,,T
9685,Zen-Nippon Pro Wrestling: Ouja no Kon,PS,1999.0,Fighting,0.12,,,,,
9686,NASCAR 2005: Chase for the Cup,GC,2004.0,Racing,0.12,,,,,
9687,Are You Smarter than a 5th Grader? Game Time,X360,2009.0,Puzzle,0.12,,,1.3,9.0,E
9688,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",PS2,2008.0,Misc,0.12,,,,,
9689,Guilty Gear X,PS2,2001.0,Fighting,0.12,79.0,15.0,7.8,16.0,T
9690,Obscure: The Aftermath,Wii,2008.0,Action,0.12,53.0,19.0,8.1,14.0,M
9691,One Piece: Pirate Warriors 2,PSV,2013.0,Action,0.12,,,,,
9692,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,3DS,2014.0,Misc,0.12,,,,,
9693,NHL 2002,GBA,2002.0,Sports,0.12,,,7.13,,E
9694,Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,DS,2010.0,Role-Playing,0.12,,,,,
9695,Etrian Odyssey V,3DS,2016.0,Role-Playing,0.12,,,,,
9696,Disney's PK: Out of the Shadows,PS2,2002.0,Platform,0.12,49.0,14.0,5.0,4.0,E
9697,Wild Earth: African Safari,Wii,2008.0,Simulation,0.12,60.0,7.0,7.13,,E
9698,Echo Night,PS,1998.0,Adventure,0.12,,,,,
9699,Wild ARMs 5 (jp sales),PS2,2006.0,Role-Playing,0.12,,,,,
9700,Record of Agarest War Zero,PS3,,Strategy,0.12,50.0,8.0,6.7,37.0,T
9701,Colony Wars III: Red Sun,PS,2000.0,Simulation,0.12,,,,,
9702,Magic: The Gathering - Battlemage,PS,1997.0,Strategy,0.12,,,,,
9703,Rocksmith,PC,,Misc,0.12,78.0,5.0,8.1,57.0,T
9704,Backyard Baseball '09,DS,2008.0,Sports,0.12,,,7.13,,E
9705,James Bond 007: Legends,WiiU,2012.0,Shooter,0.12,,,,,
9706,Conception II: Children of the Seven Stars,3DS,2013.0,Role-Playing,0.12,62.0,11.0,7.7,44.0,M
9707,The King of Fighters '94,NG,1994.0,Fighting,0.12,,,,,
9708,DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,DS,2008.0,Adventure,0.12,,,,,
9709,All Kamen Rider: Rider Generation,DS,2011.0,Action,0.12,,,,,
9710,The King of Fighters '98 Ultimate Match,PS2,2008.0,Fighting,0.12,,,,,
9711,Reader Rabbit Kindergarten,Wii,2010.0,Misc,0.12,,,7.13,,E
9712,Puzzle Quest: Challenge of the Warlords,PS2,2007.0,Puzzle,0.12,78.0,11.0,7.0,6.0,E10+
9713,Chessmaster: The Art of Learning,PSP,2008.0,Misc,0.12,64.0,4.0,8.4,18.0,E
9714,Guardian's Crusade,PS,1998.0,Role-Playing,0.12,,,,,
9715,MotoGP 3 - Official Game of MotoGP,PS2,2003.0,Racing,0.12,,,,,
9716,Lego Star Wars: The Force Awakens,3DS,2016.0,Action,0.12,,,7.8,9.0,E10+
9717,Makai Kingdom: Chronicles of the Sacred Tome,PS2,2005.0,Role-Playing,0.12,77.0,41.0,7.3,12.0,T
9718,Lemony Snicket's A Series of Unfortunate Events,XB,2004.0,Platform,0.12,70.0,17.0,7.2,5.0,E
9719,Gundam Breaker 3,PSV,2016.0,Action,0.12,,,,,
9720,Neopets Petpet Adventures: The Wand of Wishing,PSP,2006.0,Adventure,0.12,66.0,21.0,7.7,6.0,E
9721,The Ant Bully,GC,2006.0,Platform,0.12,51.0,8.0,7.13,,E10+
9722,M&M's Kart Racing,DS,2008.0,Racing,0.12,,,,,
9723,Bomberman Party Edition,PS,1998.0,Puzzle,0.12,79.0,6.0,8.3,6.0,E
9724,Ice Age: Dawn of the Dinosaurs,X360,2009.0,Action,0.12,68.0,28.0,7.5,6.0,E10+
9725,SingStar Vol. 3,PS3,2008.0,Misc,0.12,,,,,
9726,Star Trek: Conquest,Wii,2007.0,Strategy,0.12,49.0,18.0,4.9,11.0,E
9727,My Fitness Coach: Club,PS3,2011.0,Sports,0.12,,,,,
9728,Major League Baseball 2K8 Fantasy All-Stars,DS,2008.0,Sports,0.12,59.0,8.0,7.0,6.0,E
9729,Eyeshield 21: Max Devil Power,DS,2006.0,Role-Playing,0.12,,,,,
9730,Summon Night 3,PSP,2012.0,Role-Playing,0.12,,,,,
9731,O.D.T.: Escape... Or Die Trying,PS,1997.0,Adventure,0.12,,,,,
9732,Madden NFL 06,DS,2005.0,Sports,0.12,66.0,9.0,6.3,12.0,E
9733,Rango: The Video Game,Wii,2011.0,Action,0.12,52.0,8.0,7.13,,E10+
9734,Break 'Em All,DS,2005.0,Puzzle,0.12,68.0,22.0,7.13,,E
9735,Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,PSP,,Strategy,0.12,,,,,
9736,Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,PSP,2007.0,Shooter,0.12,,,,,
9737,San Goku Shi V,SAT,1996.0,Strategy,0.12,,,,,
9738,Red Faction II,XB,2003.0,Shooter,0.12,74.0,20.0,5.8,11.0,M
9739,Go! Sudoku,PSP,2005.0,Puzzle,0.12,,,,,
9740,Daikaijyuu Monogatari II,SNES,1996.0,Role-Playing,0.12,,,,,
9741,Rock Band Track Pack Volume 2,PS2,2008.0,Misc,0.12,,,7.13,,T
9742,Voodoo Vince,XB,2003.0,Platform,0.12,73.0,38.0,8.4,22.0,T
9743,Disney Sing It: Party Hits,PS3,2010.0,Misc,0.12,,,7.13,,E
9744,Gundam Memories: Tatakai no Kioku,PSP,2011.0,Action,0.12,,,,,
9745,Everybody Dance,PS3,2011.0,Misc,0.12,66.0,5.0,6.8,8.0,T
9746,Kaijuu Busters,DS,2009.0,Action,0.12,,,,,
9747,Blackwater,X360,2011.0,Shooter,0.12,37.0,12.0,4.5,14.0,T
9748,Tom Clancy's Ghost Recon,Wii,2010.0,Shooter,0.12,46.0,21.0,6.8,8.0,T
9749,Ferrari Challenge Trofeo Pirelli,PS2,2008.0,Racing,0.12,,,7.0,6.0,E
9750,Moshi Monsters: Katsuma Unleashed,DS,2013.0,Action,0.12,,,7.13,,E
9751,Virtua Fighter CG Portrait Series Vol.4: Pai Chan,SAT,1995.0,Misc,0.12,,,,,
9752,Chase: Hollywood Stunt Driver,XB,2002.0,Racing,0.12,60.0,14.0,7.4,5.0,T
9753,Mobile Suit Gundam Side Story: Missing Link,PS3,2014.0,Action,0.12,,,,,
9754,Thor: God of Thunder,DS,2011.0,Action,0.12,64.0,18.0,7.2,9.0,E10+
9755,The X Files: Resist or Serve,PS2,2004.0,Adventure,0.12,67.0,31.0,8.4,8.0,M
9756,Touch My Katamari ,PSV,2011.0,Puzzle,0.12,69.0,41.0,7.4,51.0,E10+
9757,PixelJunk Monsters Deluxe,PSP,2010.0,Strategy,0.12,86.0,27.0,7.9,32.0,E
9758,Saru! Get You! Million Monkeys,PS2,,Platform,0.12,,,,,
9759,Legend of the Guardians: The Owls of Ga'Hoole,DS,2010.0,Action,0.12,33.0,5.0,7.13,,E10+
9760,Ben 10 Galactic Racing,Wii,2011.0,Racing,0.12,,,7.13,,E
9761,Curious George,PS2,2006.0,Action,0.12,53.0,13.0,7.7,6.0,E
9762,Killer is Dead,X360,2013.0,Action,0.12,64.0,38.0,7.2,144.0,M
9763,Don Bradman Cricket 14,PS4,2015.0,Sports,0.12,76.0,4.0,7.4,19.0,E
9764,Megamind: Ultimate Showdown,X360,2010.0,Action,0.12,33.0,7.0,4.3,6.0,E10+
9765,Zathura,PS2,2005.0,Adventure,0.12,43.0,16.0,2.0,5.0,E10+
9766,Medarot DS: Kabuto / Kuwagata Ver.,DS,2010.0,Role-Playing,0.12,,,,,
9767,Atelier Sophie: The Alchemist of the Mysterious Book,PS4,2015.0,Role-Playing,0.12,75.0,32.0,8.1,47.0,
9768,Mytran Wars,PSP,2009.0,Strategy,0.12,68.0,16.0,8.8,4.0,T
9769,Making History: The Great War,PSP,2010.0,Strategy,0.12,,,,,
9770,NCIS,PS3,2011.0,Adventure,0.12,50.0,4.0,4.0,4.0,T
9771,Undead Knights,PSP,2009.0,Action,0.12,63.0,27.0,8.0,13.0,M
9772,Ninja Reflex,Wii,2008.0,Action,0.12,49.0,26.0,6.0,11.0,E10+
9773,Cel Damage,XB,2001.0,Racing,0.12,65.0,24.0,8.4,7.0,T
9774,Lovely Lisa,DS,2007.0,Simulation,0.12,,,7.13,,E
9775,Dance Paradise,X360,2010.0,Misc,0.12,59.0,11.0,7.13,,T
9776,SSX 3,GBA,2003.0,Sports,0.12,63.0,14.0,7.13,,E
9777,Sword Art Online: Hollow Fragment,PS4,2015.0,Role-Playing,0.12,,,,,
9778,Supremacy MMA,PS3,2011.0,Fighting,0.12,47.0,17.0,6.5,4.0,M
9779,Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,DS,2007.0,Misc,0.12,,,,,
9780,The God of War Trilogy,PS3,2010.0,Action,0.12,,,,,
9781,Lunar: Dragon Song,DS,2005.0,Role-Playing,0.12,59.0,30.0,6.2,17.0,E10+
9782,Breakdown,XB,2004.0,Adventure,0.12,71.0,62.0,8.2,17.0,M
9783,Rush,PSP,2006.0,Racing,0.12,55.0,12.0,7.13,,T
9784,Ecco the Dolphin,GEN,1992.0,Adventure,0.12,,,,,
9785,Solitaire & Mahjong,Wii,2009.0,Puzzle,0.12,,,,,
9786,Venetica,PS3,2010.0,Role-Playing,0.12,47.0,14.0,6.5,6.0,T
9787,Looney Tunes: Sheep Raider,PS,2001.0,Platform,0.12,72.0,12.0,8.8,25.0,E
9788,Horse Life,DS,2007.0,Simulation,0.12,68.0,9.0,7.13,,E
9789,Geometry Wars: Galaxies,Wii,2007.0,Shooter,0.12,80.0,55.0,8.2,26.0,E
9790,Robinson: The Journey,PS4,2016.0,Action,0.12,65.0,40.0,6.9,62.0,
9791,Conduit 2,Wii,2011.0,Shooter,0.12,64.0,51.0,7.6,60.0,T
9792,Harvest Moon 2 GBC,GB,1999.0,Simulation,0.12,,,,,
9793,Zenses: Rainforest,DS,2008.0,Puzzle,0.12,59.0,4.0,7.13,,E
9794,Backyard Baseball '10,DS,2009.0,Sports,0.12,,,7.13,,E
9795,Rise of the Tomb Raider,PC,2016.0,Adventure,0.12,86.0,45.0,7.9,915.0,M
9796,The Lord of the Rings: Aragorn's Quest,PSP,2010.0,Action,0.12,,,7.13,,E10+
9797,X2: Wolverine's Revenge,GC,2003.0,Platform,0.12,62.0,21.0,6.6,8.0,T
9798,Cabela's Dangerous Hunts 2011,DS,2010.0,Sports,0.12,,,7.13,,T
9799,Hatsune Miku: Project Diva X,PSV,2016.0,Misc,0.12,83.0,5.0,8.0,22.0,T
9800,Deadliest Catch: Sea of Chaos,Wii,2010.0,Sports,0.12,,,7.13,,E10+
9801,McDROID,Wii,2011.0,Strategy,0.12,,,,,
9802,Destiny: The Collection,XOne,2016.0,Shooter,0.12,,,7.13,,T
9803,Lego Star Wars: The Force Awakens,X360,2016.0,Action,0.12,,,6.9,7.0,E10+
9804,Gallop Racer 2000,PS,2000.0,Sports,0.12,,,,,
9805,Showdown: Legends of Wrestling,XB,2004.0,Fighting,0.12,57.0,33.0,7.13,,T
9806,Godzilla Unleashed: Double Smash,DS,2007.0,Action,0.12,28.0,18.0,4.9,8.0,E
9807,My Farm Around the World,DS,2008.0,Simulation,0.12,,,7.13,,E
9808,Macross Triangle Frontier,PSP,2011.0,Action,0.12,,,,,
9809,SpongeBob's Surf & Skate Roadtrip,DS,2011.0,Action,0.12,,,,,
9810,Farming Simulator 17,XOne,2016.0,Simulation,0.12,65.0,9.0,7.13,,E
9811,Dishonored 2,PC,2016.0,Action,0.12,86.0,37.0,6.0,383.0,M
9812,NASCAR Unleashed,X360,2011.0,Racing,0.12,,,7.13,,E
9813,The Smurfs 2,X360,2013.0,Platform,0.12,,,5.4,14.0,E
9814,Street Hoops,GC,,Sports,0.12,56.0,9.0,7.3,7.0,T
9815,Backyard Sports Football: Rookie Rush,Wii,2010.0,Sports,0.12,,,,,
9816,Transformers: War for Cybertron -- Decepticons,DS,2010.0,Action,0.12,,,,,
9817,Rocket: Robot on Wheels,N64,1999.0,Platform,0.12,,,,,
9818,Densha De Go! 64,N64,1999.0,Simulation,0.12,,,,,
9819,NFL QB Club 2001,N64,2000.0,Sports,0.12,,,,,
9820,Earthworm Jim 3D,N64,1999.0,Platform,0.12,,,,,
9821,NPPL: Championship Paintball 2009,X360,2008.0,Shooter,0.12,44.0,9.0,7.3,9.0,E10+
